1,macaroni
2,cauliflower
3,butter
4,plain flour
5,mustard powder
6,milk
7,cheddar
8,olive oil
9,cannellini beans
10,pesto
11,barbecue spice mix
12,tomato ketchup
13,chilli ketchup
14,soy sauce
15,runny honey
16,teriyaki sauce
17,bourbon whiskey
18,date
19,light muscovado sugar
20,flour
21,baking powder
22,eggs
23,raisin
24,candied peel
25,cherry
26,pecan
27,stem ginger
28,caster sugar
29,brandy
30,butterscotch sauce
31,holly
32,cherry brandy liqueur
33,kirsch
34,amaretto
35,vodka
36,sparkling red grape juice
37,maraschino cherries
38,Brussels sprouts
39,goose fat
40,sage
41,chestnuts
42,cider vinegar
43,extra-virgin olive oil oil
44,honey
45,apple
46,alfalfa sprouts
47,cheese
48,mint
49,sunflower seeds
50,unsalted butter
51,shallots
52,pack duck or chicken liver
53,thyme leaves
54,gin
55,cream
56,juniper berries
57,seed bread
58,gherkins
59,basmati rice
60,tilapia
61,yogurt
62,bread
63,coriander
64,"ÃÃÂ½ green chilli, deseeded"
65,desiccated coconut
66,lemon
67,ginger
68,cumin
69,soured cream
70,mayonnaise
71,blue cheese
72,white wine vinegar
73,Worcestershire sauce
74,celery
75,chicken stock
76,peanut butter
77,onions
78,sunflower oil
79,cayenne pepper
80,scotch bonnet chillies
81,bay leaves
82,tomato
83,chicken
84,sweet potatoes
85,red peppers
86,rice and lime wedges
87,2kg floury potato
88,"tins haricot beans, drained and rinsed"
89,single cream
90,truffle oil
91,nutmeg
92,ducks
93,star anise seeds
94,malt syrup
95,red wine vinegar
96,vegetable oil
97,red Thai curry paste
98,leftover cooked rice
99,frozen
100,green bean
101,lime
102,Thai fish sauce
103,cucumber
104,baby plum tomatoes
105,mushroom
106,rashers smoked streaky bacon
107,pork sausages
108,sherry vinegar
109,Dijon mustard
110,salad leaf
111,baguette
112,"ÃÃÂ½ teaspoon each ground cinnamon, cumin and coriander"
113,harissa paste
114,1l hot vegetable or chicken stock
115,almond
116,salt
117,1ÃÃÂ½ teaspoon bicarbonate of soda
118,sugar
119,pack butter
120,light brown sugar
121,vanilla extract
122,buttermilk
123,apples
124,cinnamon
125,mixed spice
126,ÃÃÂ¼ teaspoon ground cloves
127,currant
128,mixed peel
129,icing sugar
130,toasting muffins
131,hot hollandaise sauce
132,Parma ham
133,golden caster sugar
134,bicarbonate of soda
135,raspberry jam
136,egg noodles
137,cornflour
138,pork
139,garlic
140,green pepper
141,mange tout
142,sesame seed
143,self-raising flour
144,rosemary
145,egg
146,butternut squash
147,vegetarian goat's cheese
148,pumpkin seeds
149,cress seeds
150,artichoke
151,lemon juice
152,"large thyme sprig, leaves picked"
153,smoked haddock
154,white breadcrumb
155,lamb leg steaks
156,carrots
157,spring onions
158,white cabbage
159,sweet peppadew peppers
160,pitta
161,onion
162,cumin seeds
163,fennel seeds
164,chilli flakes
165,garam masala
166,turmeric
167,tomatoes
168,chicken thighs
169,carrot
170,brown bread
171,houmous
172,chicken breasts
173,korma paste
174,ketchup
175,750g/ 1lb 10oz carrots
176,cumin seed
177,grated zest and juice orange
178,goat's cheese
179,oregano
180,pomegranate seeds
181,flatbreads
182,lamb mince
183,red onion
184,parsley
185,beetroot
186,bread rolls
187,watercress
188,baby new potato
189,lean lamb neck
190,red pepper
191,fresh or frozen broad bean
192,mint sauce
193,red onions
194,juice of ÃÃÂ½ lemon
195,fine polenta
196,grated cheese
197,rocket
198,freshly picked thyme leaf
199,waxy potato
200,"dill, parsley and mint"
201,turkey breast
202,white wine
203,bulgur wheat quinoa and bulgur mix)
204,red chilli
205,large raw peeled prawn
206,avocado
207,flour tortillas
208,strawberries
209,strawberry jam
210,meringue nests
211,tub clotted cream
212,potato
213,Cajun seasoning
214,chive
215,radishes
